0.157479186,0.078739593,0.288711842,0.157479186,0.179354784,0.138235409,0,0.04,0.08,0.08,0.08,0,0,0.04,0.12,0.08,0.16,0.08,0.04,0,0.2,0,0,0,0,0,0.041666667,0,0,0,0.041666667,0,0.041666667,0,0.041666667,0,0.041666667,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0.041666667,0,0.083333333,0.041666667,0,0,0.041666667,0.083333333,0,0.083333333,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0.041666667,0.083333333,0,0,0,0,Ftn
0.263550409,0.047918256,0.239591281,0.167713897,0.136987769,0.144238388,0.068965517,0.034482759,0.103448276,0.137931034,0.068965517,0,0,0,0.172413793,0,0.137931034,0.034482759,0.068965517,0.034482759,0.103448276,0.034482759,0,0,0.071428571,0,0.035714286,0,0,0,0.071428571,0,0.035714286,0,0,0,0.107142857,0.035714286,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.035714286,0,0.071428571,0,0,0,0,0.107142857,0,0.035714286,0,0.035714286,0,0,0,0.035714286,0,0.035714286,0,0.035714286,0,0,0,0,0,0.071428571,0.035714286,0.035714286,0,0,0,Ftn
0.123172206,0.123172206,0.172441088,0.320247735,0.133329294,0.127637472,0.034482759,0.034482759,0.068965517,0,0,0.034482759,0,0.137931034,0.103448276,0,0.034482759,0.103448276,0.034482759,0.103448276,0.137931034,0.172413793,0,0,0,0,0,0,0,0.035714286,0.035714286,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0.071428571,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0,0,0,0,0,0,0,0,0.035714286,0.035714286,0,0,0.071428571,0,0,0.035714286,0,0,0.035714286,0,0.071428571,0.071428571,0,0.035714286,0.035714286,0,0.035714286,0.071428571,0.071428571,Ftn
0.077081179,0.134892064,0.231243538,0.134892064,0.218599609,0.203291547,0.034482759,0.068965517,0.034482759,0,0.068965517,0.034482759,0.034482759,0.103448276,0.034482759,0.103448276,0.172413793,0.103448276,0,0.034482759,0.172413793,0,0,0,0.035714286,0,0,0,0,0.071428571,0,0,0.035714286,0,0,0,0,0,0.035714286,0.035714286,0,0,0.035714286,0,0,0,0,0,0.035714286,0,0,0.035714286,0.071428571,0,0,0.035714286,0,0,0.035714286,0,0.035714286,0.035714286,0,0.107142857,0.035714286,0.035714286,0,0,0.071428571,0,0,0,0,0,0,0.035714286,0,0,0.035714286,0,0.071428571,0.071428571,0,0,0,0,Ftn
0.189326189,0.094663095,0.236657737,0.165660416,0.173813077,0.139879486,0.071428571,0.071428571,0.142857143,0,0.035714286,0,0,0.107142857,0.107142857,0,0.107142857,0.107142857,0.071428571,0.071428571,0.107142857,0,0,0.074074074,0,0,0,0,0,0.074074074,0.074074074,0,0.074074074,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0.037037037,0,0.074074074,0,0.037037037,0,0.074074074,0,0,0,0,0,0,0,0,0.111111111,0,0.074074074,0.037037037,0,0.037037037,0,0.037037037,0,0.037037037,0,0,0.037037037,0.037037037,0,0.037037037,0,0,0,0,0,Ftn
0.095048934,0.095048934,0.190097868,0.308909036,0.16655892,0.144336308,0.035714286,0,0.035714286,0.071428571,0.071428571,0,0,0.035714286,0.035714286,0.035714286,0.071428571,0.142857143,0,0.107142857,0.178571429,0.178571429,0,0,0,0.037037037,0,0,0,0,0,0,0,0.037037037,0,0,0,0.074074074,0.037037037,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0.037037037,0,0.037037037,0,0,0,0,0.037037037,0,0.037037037,0,0.037037037,0.037037037,0.074074074,0,0,0,0,0.037037037,0,0,0.037037037,0.037037037,0,0.074074074,0.074074074,0,0.037037037,0.111111111,0.037037037,Ftn
0.276591088,0.025144644,0.301735732,0.150867866,0.135767025,0.109893644,0.068965517,0,0.206896552,0.103448276,0,0,0,0,0.24137931,0,0.103448276,0.068965517,0.068965517,0.034482759,0.103448276,0,0,0,0.071428571,0,0,0,0,0,0.107142857,0,0.071428571,0.035714286,0.071428571,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.071428571,0.107142857,0,0,0,0,0.107142857,0,0,0,0,0.035714286,0.035714286,0,0,0,0.071428571,0,0,0,0,0,0.035714286,0,0.035714286,0.035714286,0,0,0,0,Ftn
0.214238199,0.095216977,0.285650931,0.119021221,0.12794403,0.157928642,0.068965517,0.068965517,0.103448276,0.068965517,0.068965517,0.034482759,0,0.034482759,0.172413793,0,0.172413793,0.034482759,0,0.034482759,0.137931034,0,0.035714286,0,0,0.035714286,0.035714286,0,0,0.035714286,0.035714286,0,0.071428571,0,0,0.035714286,0.035714286,0,0.035714286,0,0.035714286,0,0.035714286,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0.071428571,0.071428571,0.035714286,0,0,0,0,0.142857143,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.035714286,0,0,0,0,0.107142857,0.035714286,0,0,0,0,Ftn
0.213145233,0.118414018,0.213145233,0.142096822,0.18548799,0.127710703,0.035714286,0.035714286,0.142857143,0.071428571,0.107142857,0.035714286,0,0.035714286,0.107142857,0.071428571,0.071428571,0.071428571,0.071428571,0.035714286,0.107142857,0,0,0,0,0,0.037037037,0,0,0,0.037037037,0,0.074074074,0.037037037,0,0.037037037,0.037037037,0,0.037037037,0,0.037037037,0.037037037,0,0,0,0.037037037,0,0,0,0,0,0,0.037037037,0,0,0.037037037,0.037037037,0.037037037,0.074074074,0,0,0,0,0.074074074,0,0,0.037037037,0,0.037037037,0,0,0,0.074074074,0,0,0.037037037,0,0,0.074074074,0,0,0.037037037,0,0,0,0,Ftn
0.284790027,0.094930009,0.237325023,0.118662511,0.119418953,0.144873476,0.133333333,0.066666667,0.166666667,0.033333333,0.033333333,0.033333333,0,0.066666667,0.2,0.033333333,0.066666667,0.033333333,0.033333333,0,0.1,0,0.068965517,0.034482759,0.034482759,0,0,0.034482759,0,0.034482759,0.068965517,0.034482759,0.034482759,0.034482759,0.034482759,0,0,0,0,0,0.034482759,0,0,0,0,0.034482759,0,0,0,0,0,0,0.068965517,0,0.068965517,0.034482759,0.068965517,0.034482759,0.034482759,0,0,0,0.068965517,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0.068965517,0,0.034482759,0,0,0,0,0,Ftn
